ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,bandgap
c-TiO2,mp-TiO2,Cs0.05(FA0.95MA0.05)0.95Pb(I0.95Br0.05)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD/MoO3,Li+TBP,2021,15.36,0.05,0.0475,0.9025,0,1,0,0.95,0.05,0,-7.483,-2.343,0.476,-24.408,11.942,12.479,14.499,-14.15,-27.3,-11.429,-0.583,4.337,-15.449,23.371,-22.401,-21.462,25.297,-26.406,-8.34,-18.293,-1.058,-14.92,-10.132,2.499,13.3,8.667,7.541,-14.829,-28.794,-29.943,-9.013,18.525,14.624,29.608,-9.608,-2.548,14.097,-23.182,-26.011,-1.455,-2.162,12.857,29.421,-6.063,21.5,24.851,6.64,-2.736,23.4,-20.048,15.59,9.026,28.529,-29.48,-7.271,27.902,-4.27,22.102,15.024,25.533,14.897,-23.27,-28.258,-15.701,-5.271,-28.362,-17.771,6.62,-23.003,-7.015,-23.189,5.123,-14.964,18.675,22.086,-23.103,-27.923,-23.385,-2.866,25.555,-1.593,6.976,1.895,22.079,-25.024,-1.893,-11.053,-7.87,7.77,8.217,-17.621,21.114,-9.311,-23.574,-19.601,14.45,-11.307,19.442,-10.35,-10.393,8.981,3.56,-0.567,21.137,18.001,19.731,5.976,2.533,-9.542,11.835,17.559,-21.195,19.319,-23.341,4.394,-19.658,19.364,4.126,14.024,-15.262,-23.713,-18.029,-26.683,10.161,5.87,-8.871,-2.813,28.445,-6.259,10.116,-29.549,-3.135,-0.329,9.967,3.654,17.709,-25.484,-26.771,20.368,0.276,-2.17,-14.294,-3.922,-3.534,-4.728,18.104,-4.201,21.939,5.108,17.152,-12.028,-28.666,-25.869,-9.742,3.617,21.52,-16.803,29.077,23.358,-22.493,-28.476,-17.273,-0.968,-0.154,26.19,12.824,7.749,-15.833,9.132,20.135,10.444,-8.421,27.003,12.572,-1.31,14.001,-5.956,-8.392,-5.145,-29.022,-2.472,-20.036,-13.902,-16.571,-25.613,-8.022,0.347,-27.43,28.815,4.458,8.86,26.547,-8.923,-13.09,-3.115,15.379,-11.676,10.53,25.985,7.823,14.54
SnO2,C60,Cs0.31FA0.69Pb(I0.94Br0.06)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,NiO,0,2021,15.5,0.31,0,0.69,0,1,0,0.94,0.06,0,23.008,9.682,18.601,0.347,-11.179,-21.862,20.223,-24.135,-15.427,-1.582,-2.745,-9.667,3.354,-17.41,6.118,17.427,19.625,-11.642,25.858,-28.618,2.812,2.707,12.311,-8.828,-11.147,-15.069,-13.354,-25.909,10.52,-23.022,-9.006,-22.245,-5.701,-0.022,29.963,0.585,-25.353,25.412,8.492,-7.717,-1.256,15.453,-17.108,18.76,10.423,24.247,-5.326,11.22,-6.469,16.165,-14.366,15.453,-16.05,11.839,17.431,15.045,15.14,-8.848,-7.141,-24.471,-16.322,7.464,-13.473,14.06,-21.093,10.975,-3.974,-24.386,26.358,-15.475,-28.242,2.127,-22.688,-5.447,-28.51,-8.763,-24.552,-27.375,-28.831,-7.953,-5.596,1.381,11.747,-28.85,-12.471,-6.366,10.217,-6.012,21.913,-5.171,7.762,-1.235,-29.23,17.408,8.215,19.248,17.469,17.682,14.411,-8.589,-11.028,-10.694,-16.643,-15.3,-1.453,-5.495,-27.396,-7.226,5.06,28.756,-22.179,8.29,7.809,-22.659,-6.046,9.674,-7.886,-17.713,0.943,28.149,-4.409,-28.922,13.717,-29.22,28.081,-9.723,3.142,-28.102,-1.838,-24.822,13.145,10.292,27.76,-8.254,-28.766,-7.048,-27.612,12.156,13.465,23.566,22.714,-27.659,10.425,1.441,11.721,0.709,-24.598,-6.273,-18.131,-9.438,-12.922,29.261,-26.316,23.191,-23.028,23.728,17.186,9.382,22.315,5.539,-22.756,-26.941,1.763,21.542,15.794,2.916,15.211,1.943,16.117,0.331,28.241,-0.698,-10.906,-18.773,-22.541,-3.979,22.463,22.705,23.493,-28.203,10.32,7.485,6.11,-17.944,7.001,2.801,4.972,-25.662,-28.182,-21.107,19.217,-5.753,-4.294,18,-27.453,13.133,9.241,23.123,-16.783,-3.826,10.04
TiO2,0,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,15.61,0,1,0,0,1,0,1,0,0,-12.527,-5.961,5.864,-15.458,15.215,7.425,-15.749,13.366,7.802,-13.095,21.613,3.736,-17.295,-19.083,-26.076,12.052,-4.79,5.72,14.309,21.536,-9.043,21.588,-20.764,-8.584,23.2,1.255,29.803,29.853,19.677,15.099,-8.816,27.71,-16.446,-26.876,-8.44,0.785,-22.76,-7.605,21.79,-2.676,-28.536,22.025,28.78,-1.068,-28.558,11.444,-12.861,11.154,28.055,21.432,-5.064,-13.526,-11.349,13.631,23.222,0.987,-15.289,12.263,19.774,22.912,7.705,-20.243,20.791,-20.452,-19.504,3.646,-20.765,-21.201,-18.387,3.528,-21.688,29.7,3.825,18.897,18.555,18.639,-15.882,22.632,-26.787,-21.304,26.923,18.617,26.754,-3.68,1.386,-17.056,-3.553,-3.584,17.313,-25.65,-12.554,-5.218,-21.247,-6.984,22.705,27.962,-9.593,16.269,-20.084,7.069,20.329,17.216,1.537,17.764,-7.429,0.304,-0.545,0.105,-29.065,-21.729,22.749,20.073,-12.462,-22.618,-11.454,18.112,-13.346,23.755,18.732,-2.512,-19.78,26.055,-22.2,-13.102,-6.025,-17.611,-9.161,-9.663,26.551,24.95,23.516,-17.512,-12.176,4.91,9.371,21.638,24.23,-27.314,-0.481,5.312,-24.144,14.588,-29.022,-1.983,-11.274,-5.335,-25.844,4.327,-17.934,-26.52,27.042,19.237,-19.799,-17.968,-3.477,-12.839,22.674,21.135,-12.911,-23.385,1.755,-16.369,-20.491,-28.094,26.136,8.196,21.684,14.983,7.351,-6.292,-10.759,9,13.081,29.286,27.243,-23.617,-18.687,-7.528,-23.912,-20.914,10.588,19.97,-12.074,28.33,26.85,24.138,13.092,-23.619,1.202,5.254,-28.534,-5.129,28.605,18.87,9.413,1.152,-9.648,-28.652,21.617,-27.452,7.4
c-TiO2,mp-TiO2,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-IA,0,2021,15.66,0,0.15,0.85,0,1,0,0.85,0.15,0,12.472,16.64,20.486,0.023,21.09,-17.706,-12.168,23.301,-22.854,-10.368,-14.592,19.026,-17.49,-17.619,5.935,-27.207,22.281,6.597,3.071,-14.559,-13.538,-25.524,23.785,-29.27,19.626,18.411,14.768,-12.722,0.85,2.959,-8.816,1.787,7.331,-11.672,27.525,13.115,-16.622,-24.992,10.031,0.717,-12.045,6.43,6.458,3.366,15.485,-29.54,11.473,28.554,29.222,26.913,-24.399,16.753,2.641,19.22,-6.88,-1.092,-11.447,12.444,-12.054,-18.86,-0.763,-4.317,-15.451,-13.904,-16.379,-1.778,-12.57,-1.906,28.094,10.02,-14.064,27.096,27.989,-14.628,-25.698,-7.618,11.693,-5.678,-17.755,18.976,4.303,-8.58,14.9,7.491,-8.454,21.254,-10.05,-0.967,3.576,29.391,-8.945,6.841,-23.534,-27.198,-1.557,3.472,1.368,-16.405,12.166,-7.455,-24.453,-17.955,15.593,-18.147,-2.055,-27.989,-7.995,-17.474,0.797,9.45,3.24,19.686,9.891,-22.238,25.795,-15.542,-1.899,16.298,16.836,-19.741,4.804,5.195,-26.908,9.358,-24.32,20.821,13.315,8.804,18.043,27.516,8.63,9.112,-10.289,11.823,6.033,-19.883,-29.981,17.615,-14.568,-9.84,12.781,26.93,16.741,8.593,-20.164,-17.464,-5.561,27.99,-17.062,11.795,-13.9,-29.485,28.264,1.728,-29.68,19.823,-1.406,-15.492,-0.189,22.633,20.892,23.338,-21.669,-21.776,0.413,-25.444,14.916,25.088,24.888,6.543,-16.069,17.287,20.428,15.523,16.461,-8.577,26.723,-26.958,21.864,6.816,9.608,-27.064,-2.237,23.173,-26.701,17.509,-10.413,-11.431,-14.227,24.682,11.219,27.553,-24.052,-15.277,17.386,-26.832,-23.111,19.464,-27.89,17.203,13.5
TiO2,SnO2,CsPbI2Br,one-step,spin,chlorobenzene,DMSO,PTB7-Th,0,2021,15.67,1,0,0,0,1,0,0.666666667,0.333333333,0,-17.861,-8.478,25.806,-2.522,9.809,21.913,20.293,27.877,4.504,2.276,27.314,5.565,3.35,-8.061,28.278,18.753,-6.901,-11.294,-13.233,-1.726,26.743,-1.096,-5.353,8.745,-6.036,-1.765,-10.95,16.28,21.707,8.217,-8.799,-26.566,26.321,-12.088,2.831,-10.836,17.493,-16.969,-29.092,21.41,-21.713,-0.142,9.256,-6.699,3.199,9.465,-4.428,-13.059,-18.809,17.124,22.189,13.939,22.042,10.627,15.016,29.25,-28.661,-7.312,2.017,-0.638,16.451,7.06,4.205,21.217,-1.667,13.616,20.104,-23.759,-5.876,13.471,-2.549,13.847,13.627,-20.932,-24.265,-17.805,9.057,-28.465,-16.802,21.186,-25.305,-1.722,-24.659,-1.676,-3.051,-25.888,-1.736,10.988,-24.493,-2.235,-0.127,-14.095,13.043,2.692,20.612,-22.526,-10.626,19.802,5.921,2.361,-1.134,17.11,-19.696,11.734,4.432,-25.454,-27.149,12.146,21.49,1.401,3.288,26.303,-21.178,-21.976,-21.079,5.588,-5.756,2.497,-21.775,7.173,14.674,21.303,-10.335,17.177,28.624,21.013,-6.351,26.66,20.627,1.647,10.339,29.277,11.275,20.514,-10.576,17.289,15.394,21.539,29.118,-4.52,26.394,16.749,-8.396,20.034,-17.861,7.2,-23.053,4.805,-28.153,14.763,18.452,11.711,3.631,-20.158,-1.147,5.501,20.452,15.516,-4.12,-29.572,27.631,-5.238,14.312,-15.562,11.113,-5.826,27.833,7.939,-2.828,5.133,13.511,-8.344,-21.776,9.594,14.571,-24.565,4.517,23.753,-24.478,26.934,18.273,-26.474,16.054,21.127,2.583,-9.638,22.758,23.455,-3.054,-9.959,0.278,24.206,-28.286,10.25,-11.55,6.294,6.724,27.75,13.879,26.216,7.24
TiO2,0,MAPbI3,one-step,spin,no,DMF,Spiro-OMeTAD,Li+TBP,2021,15.78,0,1,0,0,1,0,1,0,0,7.317,-24.206,9.788,-3.615,12.628,21.659,-16.46,-29.937,3.261,14.859,14.858,-26.409,-2.057,-16.833,-26.543,8.221,14.395,12.434,-5.716,-18.307,-23.554,-3.758,-20.998,-3.234,26.169,-3.047,-13.731,-10.304,19.366,-12.271,-8.792,0.145,20.998,27.467,-28.192,-19.397,2.409,-16.185,22.287,-13.414,-27.434,-2.921,-5.451,20.966,6.563,-28.576,-4.187,-2.692,-10.534,-1.506,28.959,12.472,17.546,-19.989,7.536,4.534,-3.125,-4.062,9.388,-16.734,-26.715,22.14,-29.69,-28.743,19.469,-3.922,-28.304,-24.946,-24.17,11.775,-25.089,3.792,14.795,-26.536,21.751,-29.383,-4.282,24.457,-26.008,3.934,-23.315,4.324,13.527,-13.462,4.361,-11.238,-25.545,-25.071,3.012,5.677,-28.206,-6.109,23.303,24.219,-25.539,23.293,-19.257,-11.421,14.233,-21.086,-2.864,-12.783,29.864,-14.281,20.217,9.686,12.315,8.908,7.834,-8.9,-20.183,12.267,13.076,-21.951,-18.601,18.848,-21.843,27.037,-0.413,24.72,22.922,-29.167,20.095,29.959,-3.943,9.768,-27.16,-14.968,-5.896,-0.903,-19.938,-6.09,11.998,3.268,28.216,8.944,-0.116,-9.759,1.864,24.839,-25.407,13.483,-25.487,19.458,-26.549,26.44,16.231,-5.894,3.59,3.369,-13.664,10.719,-25.952,13.401,17.637,-28.569,26.435,-21.834,14.65,28.902,-17.777,-1.963,27.059,-21.614,24.602,-2.626,-7.446,-9.074,-27.309,-7.155,-0.964,-10.765,16.596,-19.726,10.769,12.76,-20.587,16.993,-9.874,-5.637,-24.889,15.506,6.27,2.341,1.893,14.194,25.234,21.018,-27.31,-8.327,-13.772,29.883,-23.865,13.623,24.037,-21.8,-12.272,25.123,6.186,19.634,7.4
TiO2,SnO2,(FAPbI3)0.95(MAPbBr3)0.05,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,15.8,0,0.05,0.95,0,1,0,0.95,0.05,0,-7.813,29.152,19.76,3.253,-16.572,-12.757,29.478,-29.044,18.514,2.185,14.095,-3.434,-14.724,25.904,21.287,-20.541,-18.87,3.134,-4.056,-24.099,6.466,-17.479,5.276,-17.962,-23.439,18.297,26.964,11.374,-29.86,12.909,-8.754,21.373,20.175,15.191,0.414,-19.248,4.043,3.922,11.1,-4.919,-26.142,-0.226,7.127,-9.999,18.507,24.263,-18.543,-28.425,10.776,1.523,-0.251,14.446,-6.829,10.382,18.601,-22.745,22.617,-17.817,-25.832,10.462,-9.185,-24.515,14.346,-9.936,26.397,-28.828,1.559,22.41,-1.151,-7.587,27.733,23.974,-0.423,7.702,-6.673,-8.94,29.41,-6.026,-26.069,15.237,5.751,29.647,-13.711,-14.248,3.158,29.316,2.22,-29.317,-7.452,1.97,14.109,5.452,11.374,13.928,18.875,-5.471,21.016,4.216,5.228,-17.538,25.016,12.366,-10.943,-21.172,-16.094,10.819,21.943,11.831,-1.053,2.106,7.61,2.295,-24.681,-21.863,-5.647,0.498,-16.151,-25.56,13.075,-25.31,-25.162,0.778,8.437,-8.323,-1.03,-9.516,-16.513,-17.819,-9.035,17.847,9.145,-16.125,11.049,-22.746,-20.053,-10.179,-17.195,-7.951,21.356,2.939,-8.676,-20.081,-29.417,-11.931,2.006,-2.099,-19.892,12.49,9.117,-16.444,-14.044,-4.48,-2.186,-9.098,-23.816,-22.816,-6.326,-26.028,7.216,-17.122,11.781,-8.021,-9.656,8.821,21.407,18.891,-6.511,-1.536,23.622,-13.539,-1.549,-4.094,-5.298,-21.462,-19.59,-25.473,3.905,6.807,-21.179,1.105,15.18,-20.18,17.308,25.796,-16.529,13.292,19.123,0.586,23.315,-24.122,-19.919,17.386,3.092,16.379,-8.284,-22.882,-10.758,-29.067,-28.605,14.275,13.5
BCP,PCBM,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,PEDOT:PSS,0,2021,15.82,0,1,0,0,1,0,1,0,0,-11.495,-24.037,-8.013,26.458,29.746,-28.618,-22.655,9.488,-3.939,3.44,-3.661,6.256,-10.987,25.392,19.634,26.215,23.4,-2.757,1.34,-9.963,17.043,-0.539,-0.367,-3.035,19.583,21.296,19.569,-29.138,-15.056,-12.835,-8.694,-10.325,14.969,-8.242,12.703,25.633,15.296,-15.471,3.086,-12.144,-29.886,3.571,-18.824,-0.69,-21.683,-0.583,17.096,26.598,15.924,4.613,20.556,-0.177,-17.76,-26.513,-17.811,18.161,12.41,28.523,-19.102,15.604,7.503,29.823,-25.807,22.586,-11.373,4.066,22.677,13.51,-2.482,-22.021,-6.193,-14.22,14.871,-25.152,-29.853,3.105,19.022,26.599,27.867,9.436,-28.873,11.123,21.43,7.035,-7.179,-6.294,28.43,22.571,18.139,-1.443,-14.891,-14.484,26.354,-7.27,-18.084,0.928,22.377,4.392,16.611,-25.796,0.547,-19.647,27.286,18.785,-29.124,13.319,5.322,24.232,-4.074,-21.132,14.906,1.237,6.888,-21.811,16.465,14.354,17.914,-24.394,-12.368,9.982,-18.862,10.543,9.762,-28.098,-2.932,17.64,8.139,-8.949,14.668,-26.092,-9.77,25.738,-6.038,18.309,25.889,18.561,4.894,-12.989,-4.851,-18.929,-3.544,-25.635,-6.323,-6.424,22.955,-23.128,-19.932,-13.394,-8.66,-14.607,28.253,-19.728,5.55,-26.242,-7.888,22.751,21.166,1.851,-16.088,19.709,-16.269,17.884,-17.167,26.115,3.649,25.184,7.584,-12.855,11.345,-27.185,-25.81,8.869,-14.775,-20.266,17.439,-19.606,-13.121,15.328,-17.998,-2.278,9.309,-3.042,2.147,29.854,4.492,4.308,-4.702,8.465,-16.41,27.859,-23.923,-29.568,5.465,-22.175,14.824,-29.591,1.53,12.045,13.683,-6.546,7.4
BCP,C60,Cs0.05MA0.12FA0.83Pb(I0.85Br0.15)3,one-step,spin2-3,toluene,DMF+DMSO,TPT-S6,0,2021,15.86,0.05,0.12,0.83,0,1,0,0.85,0.15,0,-2.706,-12.297,-3.222,18.874,-25.963,-28.204,25.928,15.178,-19.176,4.21,6.245,7.356,-5.346,23.223,-22.339,-5.038,0.199,21.163,15.985,25.633,-17.029,20.602,13.34,-19.532,29.773,25.953,-12.66,-24.473,28.967,5.016,-8.694,9.531,-9.283,-24.887,19.517,15.958,-2.571,-24.808,-15.641,22.571,-25.87,5.269,-0.549,12.642,-27.102,18.361,-6.526,-11.227,28.686,2.931,6.113,21.141,-26.351,-19.235,-14.783,0.056,23.484,-14.462,-1.116,1.156,-1.312,22.266,23.825,-14.465,-26.792,-18.758,-7.615,-19.119,1.263,-7.34,-28.584,24.914,-9.347,-2.115,-10.182,-28.428,-2.582,7.945,7.748,-9.27,2.34,-0.052,-3.137,3.8,26.29,-6.44,11.14,-18.962,-18.263,-24.06,21.368,17.509,9.153,11.608,-25.499,-0.232,29.529,-5.893,-12.063,8.424,-10.373,-5.966,10.509,26.069,17.329,2.793,-8.084,13.316,27.055,-21.273,-14.825,21.372,-26.341,-21.774,12.647,-18.531,-20.086,-27.417,3.209,-4.225,24.494,-16.957,1.061,29.573,11.145,-25.925,2.005,0.046,14.553,0.195,6.89,11.551,7.5,-27.844,-27.772,-25.323,8.541,-1.967,-2.54,-21.762,-16.327,18.894,-4.472,29.782,8.792,-27.871,-0.492,0.829,-14.458,-13.46,7.372,14.232,-1.443,-4.514,-18.808,-6.594,1.793,-3.602,-16.461,-29.703,-15.131,24.008,-1.51,-18.936,-7.72,-5.438,25.681,21.728,13.816,22.86,-19.78,-17.844,-24.949,15.595,25.097,-8.785,-6.694,-19.012,-5.575,-25.88,-12.303,-26.852,13.354,-7.628,5.351,-9.762,-22.048,25.144,23.857,28.777,3.58,-21.122,8.549,14.371,1.021,-19.259,29.64,-23.935,-8.474,-0.791,14.54
TiO2,0,MAPbI3,one-step,spin,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,15.88,0,1,0,0,1,0,1,0,0,-15.578,-1.872,5,-14.163,-3.271,-3.119,-16.623,-28.119,25.229,21.56,-18.497,12.189,18.04,-21.441,18.903,23.04,-18.993,-26.245,15.717,-2.35,28.985,-2.45,-5.775,16.325,9.825,11.078,-6.484,20.8,-14.738,22.157,-8.672,-6.135,26.161,-1.293,3.078,-2.324,12.695,-19.298,15.038,-29.975,28.721,-18.712,14.22,15.345,17.454,17.885,29.444,24.932,27.868,-2.334,1.675,-19.275,29.592,6.366,9.651,-9,8.216,3.684,-12.08,-27.208,-7.758,-17.971,28.885,-0.481,-13.425,17.671,2.48,27.038,-7.109,-7.115,-1.94,-9.853,-18.572,21.182,-12.549,-17.285,6.179,-5.453,-17.516,-18.579,-8.645,-23.121,-7.229,23.518,-27.432,-20.742,3.786,-8.124,-24.851,-1.205,0.031,-0.97,-13.202,-0.893,-4.11,12.35,6.806,20.958,23.025,29.797,-12.718,-25.211,-8.755,-6.83,12.732,25.339,8.272,0.423,1.091,-22.474,-22.75,15.58,8.153,-21.72,-23.821,-20.941,9.673,-4.306,-12.509,-27.569,22.49,-26.943,-6.469,-28.69,-18.904,-14.075,11.466,-19.341,-12.446,1.154,24.284,-14.441,25.08,-1.903,0.769,-17.304,7.489,16.027,-21.364,-17.587,-14.242,11.317,-6.288,12.996,6.542,-17.76,21.322,7.858,4.139,-15.378,-12.222,-7.093,2.777,-21.585,21.232,6.018,-11.529,25.125,1.979,-4.153,10.448,13.396,6.72,6.008,-19.493,-22.829,27.397,-3.074,-8.21,-29.518,-22.04,-12.211,-22.328,-9.041,27.887,0.1,5.833,22.824,-18.592,29.75,-28.417,-1.968,-17.336,4.353,-25.749,-2.968,-4.301,-19.258,6.823,-14.344,1.425,-14.091,-1.662,-2.065,3.767,14.802,-22.396,-1.137,8.132,-2.774,7.4
c-TiO2,mp-TiO2,(FAPbI3)0.85(MAPbBr3)0.15,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,15.93,0,0.15,0.85,0,1,0,0.85,0.15,0,-20.365,-2.643,-21.068,12.911,-12.869,21.295,-27.756,-29.257,-2.918,-10.973,0.975,-18.25,22.355,-18.829,7.394,-18.936,12.351,-17.699,-18.274,23.346,-24.783,26.484,26.86,-29.402,9.534,-6.112,6.541,-1.266,4.238,13.802,-8.672,-27.062,14.158,-19.479,-13.37,-6.007,-14.445,-25.431,12.495,-25.41,18.353,12.424,25.014,5.375,-16.248,-10.197,-4.261,28.947,-3.359,-18.766,11.724,-20.511,14.691,28.633,-9.059,5.543,8.629,15.459,-7.231,-17.744,8.142,-25.794,21.861,4.136,-25.235,8.019,17.371,12.454,-20.445,14.134,-26.523,-13.152,-24.131,-12.443,-2.916,-13.191,15.236,29.37,-27.301,6.871,26.248,13.616,-20.194,-7.585,-0.701,9.742,-6.433,22.12,11.271,4.305,28.274,8.647,23.796,-2.495,10.46,1.599,9.064,5.006,20.476,-10.979,-23.849,21.771,24.522,8.07,-22.878,16.097,7.238,-12.239,24.34,17.885,7.175,-15.886,10.779,-21.665,5.193,14.519,3.605,-11.63,-1.737,7.018,-14.813,12.217,-25.14,8.523,-14.581,-18.006,-26.333,19.377,14.298,-27.446,-29.203,-12.981,-21.601,8.429,3.191,-24.083,4.234,2.906,11.874,-14.092,-9.213,-24.204,-21.341,-17.802,-13.648,-4.436,0.389,-17.822,26.5,2.231,0.343,-26.279,-22.876,8.386,0.46,-29.021,7.764,27.253,-25.924,20.179,-3.364,16.05,-25.061,-29.773,15.002,-28.24,8.855,1.274,-9.545,1.158,-6.621,-10.196,10.495,18.294,-4.209,23.587,7.28,-24.089,14.636,25.571,25.867,3.702,19.91,-11.485,14.138,-13.6,-22.399,-18.335,-21.061,-4.08,18.344,27.644,0.161,16.954,5.806,16.416,27.741,-15.463,-23.627,25.881,13.5
SnO2,ZnO,CsPbI2Br,one-step,spin2-3,no,DMF+DMSO,PM6/MoO3,0,2021,16.06,1,0,0,0,1,0,0.666666667,0.333333333,0,26.775,13.349,-3.885,26.378,-21.158,20.578,-23.557,7.833,-0.081,-29.013,-19.898,26.196,16.068,6.712,-15.796,-6.207,-27.068,-3.191,-4.519,10.753,0.036,-18.48,-9.921,3.6,7.013,4.777,13.762,28.438,-14.011,26.432,-8.505,15.726,-26.514,-22.777,-28.527,25.764,-7.731,-29.622,10.318,-12.007,14.746,-9.823,19.592,-17.744,5.927,-28.427,-11.84,-9.497,20.305,-26.452,4.925,14.788,12.891,-6.215,-10.181,9.375,0.638,-8.676,-14.069,-12.367,29.917,-16.178,-16.184,-10.525,-1.246,25.01,19.285,-1.601,-26.426,14.251,23.686,-2.313,13.161,3.621,12.771,-25.153,-25.72,-2.683,-23.323,-20.011,-0.602,-0.457,11.964,22.836,26.087,-26.171,-21.441,-16.188,9.294,-29.918,-26.301,-14.017,-16.301,11.547,-21.54,9.736,-25.007,23.882,-5.704,0.707,-18.124,25.523,-29.273,9.329,-6.029,7.689,22.687,-22.634,23.493,-17.881,-24.392,-10.856,-27.405,-21.562,14.543,9.357,-17.07,-17.943,0.72,28.572,7.687,28.458,-9.602,-8.732,20.794,25.19,9.531,21.649,-18.67,-21.39,-1.195,-0.533,15.279,28.716,-28.19,-26.979,-16.284,-21.25,-2.672,-1.225,0.005,-24.289,0.489,-21.351,-4.405,25.95,-17.435,-11.513,-28.964,-3.441,11.453,-19.673,27.492,26.021,-2.759,3.985,23.085,11.369,27.521,-6.962,29.208,7.153,-3.201,24.206,-28.782,28.491,-27.79,-12.507,17.431,12.865,-29.929,-22.251,3.543,-25.926,8.237,21.233,2.333,14.437,28.995,-11.367,6.302,10.422,27.66,-26.829,-27.624,8.288,-19.613,-9.325,8.414,20.316,3.524,-16.64,-5.352,-17.55,-13.574,-12.519,-10.374,-4.082,-25.815,-0.941,7.24
