ETL,ETL-2,Perovskite,Perovskite_deposition_procedure,Perovskite_deposition_method,Antisolvent,Precursor_solution,HTL,HTL_additive,Year,PCEbest,Cs,MA,FA,Rb,Pb,Sn,I,Br,Cl,Feature-1,Feature-2,Feature-3,Feature-4,Feature-5,Feature-6,Feature-7,Feature-8,Feature-9,Feature-10,Feature-11,Feature-12,Feature-13,Feature-14,Feature-15,Feature-16,Feature-17,Feature-18,Feature-19,Feature-20,Feature-21,Feature-22,Feature-23,Feature-24,Feature-25,Feature-26,Feature-27,Feature-28,Feature-29,Feature-30,Feature-31,Feature-32,Feature-33,Feature-34,Feature-35,Feature-36,Feature-37,Feature-38,Feature-39,Feature-40,Feature-41,Feature-42,Feature-43,Feature-44,Feature-45,Feature-46,Feature-47,Feature-48,Feature-49,Feature-50,Feature-51,Feature-52,Feature-53,Feature-54,Feature-55,Feature-56,Feature-57,Feature-58,Feature-59,Feature-60,Feature-61,Feature-62,Feature-63,Feature-64,Feature-65,Feature-66,Feature-67,Feature-68,Feature-69,Feature-70,Feature-71,Feature-72,Feature-73,Feature-74,Feature-75,Feature-76,Feature-77,Feature-78,Feature-79,Feature-80,Feature-81,Feature-82,Feature-83,Feature-84,Feature-85,Feature-86,Feature-87,Feature-88,Feature-89,Feature-90,Feature-91,Feature-92,Feature-93,Feature-94,Feature-95,Feature-96,Feature-97,Feature-98,Feature-99,Feature-100,Feature-101,Feature-102,Feature-103,Feature-104,Feature-105,Feature-106,Feature-107,Feature-108,Feature-109,Feature-110,Feature-111,Feature-112,Feature-113,Feature-114,Feature-115,Feature-116,Feature-117,Feature-118,Feature-119,Feature-120,Feature-121,Feature-122,Feature-123,Feature-124,Feature-125,Feature-126,Feature-127,Feature-128,Feature-129,Feature-130,Feature-131,Feature-132,Feature-133,Feature-134,Feature-135,Feature-136,Feature-137,Feature-138,Feature-139,Feature-140,Feature-141,Feature-142,Feature-143,Feature-144,Feature-145,Feature-146,Feature-147,Feature-148,Feature-149,Feature-150,Feature-151,Feature-152,Feature-153,Feature-154,Feature-155,Feature-156,Feature-157,Feature-158,Feature-159,Feature-160,Feature-161,Feature-162,Feature-163,Feature-164,Feature-165,Feature-166,Feature-167,Feature-168,Feature-169,Feature-170,Feature-171,Feature-172,Feature-173,Feature-174,Feature-175,Feature-176,Feature-177,Feature-178,Feature-179,Feature-180,Feature-181,Feature-182,Feature-183,Feature-184,Feature-185,Feature-186,Feature-187,Feature-188,Feature-189,Feature-190,Feature-191,Feature-192,Feature-193,Feature-194,Feature-195,Feature-196,Feature-197,Feature-198,Feature-199,Feature-200,T95,test_type
c-TiO2,mp-TiO2,FA0.97MA0.03PbI2.91Br0.09,one-step,spin2-3,diethylether,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.4,0,0.03,0.97,0,1,0,0.97,0.03,0,24.701,-28.97,-12.472,-1.278,-16.021,-30,-29.477,-0.021,-3.747,-10.951,-22.503,-20.702,-29.301,2.698,1.704,-16.415,28.897,-8.787,11.714,17.937,27.05,7.318,-3.45,1.739,-23.494,24.789,-1.151,-22.08,14.544,0.377,20.281,-8.494,-25.656,-10.671,24.761,15.867,9.185,-12.081,-23.309,-4.818,13.452,17.263,-11.311,14.62,7.092,19.185,13.265,28.244,0.585,8.134,5.089,0.208,9.42,6.39,15.453,22.905,-5.272,-22.816,-19.992,5.234,6.904,-21.136,-10.043,3.471,21.628,2.264,-23.577,-9.964,-17.39,-16.633,27.165,-12.711,15.165,16.353,-8.76,9.799,7.462,-10.674,6.559,-0.75,1.49,25.073,22.092,5.597,25.736,-22.92,23.889,25.506,-7.921,-27.584,-14.924,17.393,8.843,-16.852,29.138,-28.446,26.429,-8.5,17.807,4.418,28.964,-26.424,19.89,-2.398,-10.33,7.07,28.049,-12.014,-9.682,-22.319,-21.695,-27.497,-29.13,-6.109,23.465,28.023,-19.387,-6.713,5.452,-17.233,29.508,-8.363,-13.84,-19.108,-12.172,25.855,-16.263,8.818,10.729,27.355,-5.999,-14.14,-22.515,-11.321,21.724,-12.167,-15.507,24.641,21.306,13.546,-18.106,19.369,23.983,-2.212,-14.718,1.744,29.258,-17.304,5.246,4.885,10.651,-15.364,-0.351,-24.072,-28.634,-14.013,-6.342,-0.388,24.685,-10.187,13.484,12.407,-28.397,-14.012,-12.11,-3.092,27.208,-5.747,27.384,24.341,-27.948,-5.221,11.016,0.821,-28.666,-24.719,5,26.524,46.393,27.697,-19.515,20.538,-22.927,-16.394,21.703,-13.652,-5.107,-15.039,-24.806,-15.917,-14.956,-26.245,-7.683,8.08,5.68,24.716,14.505,5.722,-1.177,-16.833,700,D-1
c-TiO2,mp-TiO2,FA0.85MA0.1Cs0.05Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.6,0.05,0.1,0.85,0,1,0,0.97,0.03,0,-15.697,13.527,14.296,22.837,18.656,-28.512,12.371,-20.817,-12.057,7.234,29.727,16.61,-4.712,13.416,10.17,-10.592,-26.683,27.429,-1.32,24.49,-8.264,-24.703,-29.912,12.695,-22.892,-7.202,-24.997,23.536,-22.78,28.535,39.231,-28.636,-22.821,19.124,-9.393,-16.899,15.261,-2.379,3.393,-4.53,-13.428,3.213,8.66,-24.557,9.181,14.261,-5.414,-1.629,-24.22,-27.701,-27.648,-12.201,21.787,13.717,4.663,19.721,16.293,16.821,18.585,13.612,-28.014,24.499,-6.615,2.627,-16.052,26.129,-23.014,-26.694,-20.826,-29.849,9.81,18.949,-3.081,-27.94,-4.389,-26.082,10.646,-16.817,-26.048,25.93,-18.325,-21.539,-7.64,10.902,26.941,-18.258,-27.297,13.875,14.791,17.15,-27.643,28.911,17.818,-8.69,15.686,-18.06,4.264,0.298,13.643,21.335,-15.909,13.132,15.595,-23.01,-0.917,29.582,3.443,28.298,-0.51,11.538,9.068,14.835,8.829,-6.048,-6.117,20.734,-21.891,-6.941,10.043,8.485,-3.539,26.976,-4.706,6.828,27.918,-23.855,7.605,2.506,-13.208,-4.635,-14.286,7.425,23.727,-7.792,-18.447,1.643,-7.556,22.306,2.828,-10.72,9.89,-25.997,18.806,17.529,-13.107,-24.79,8.17,-0.673,-18.711,-1.22,-18.155,27.811,-27.915,-17.934,19.451,-18.351,-13.9,6.074,-16.986,-5.29,11.388,22.188,-8.83,10.629,-7.012,-23.755,27.988,28.246,-8.683,-8.275,28.424,-26.475,7.061,-12.81,-20.091,-10.178,27.725,-13.514,53.784,-23.325,-27.699,19.788,1.205,4.171,2.412,-7.399,10.457,-10.91,0.622,21.715,4.057,23.954,16.824,2.177,21.702,-14.777,17.888,1.491,-8.436,21.455,2520,D-1
c-TiO2,mp-TiO2,FA0.85MA0.1Cs0.05Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.6,0.05,0.1,0.85,0,1,0,0.97,0.03,0,-15.697,13.527,14.296,22.837,18.656,-28.512,12.371,-20.817,-12.057,7.234,29.727,16.61,-4.712,13.416,10.17,-10.592,-26.683,27.429,-1.32,24.49,-8.264,-24.703,-29.912,12.695,-22.892,-7.202,-24.997,23.536,-22.78,28.535,39.231,-28.636,-22.821,19.124,-9.393,-16.899,15.261,-2.379,3.393,-4.53,-13.428,3.213,8.66,-24.557,9.181,14.261,-5.414,-1.629,-24.22,-27.701,-27.648,-12.201,21.787,13.717,4.663,19.721,16.293,16.821,18.585,13.612,-28.014,24.499,-6.615,2.627,-16.052,26.129,-23.014,-26.694,-20.826,-29.849,9.81,18.949,-3.081,-27.94,-4.389,-26.082,10.646,-16.817,-26.048,25.93,-18.325,-21.539,-7.64,10.902,26.941,-18.258,-27.297,13.875,14.791,17.15,-27.643,28.911,17.818,-8.69,15.686,-18.06,4.264,0.298,13.643,21.335,-15.909,13.132,15.595,-23.01,-0.917,29.582,3.443,28.298,-0.51,11.538,9.068,14.835,8.829,-6.048,-6.117,20.734,-21.891,-6.941,10.043,8.485,-3.539,26.976,-4.706,6.828,27.918,-23.855,7.605,2.506,-13.208,-4.635,-14.286,7.425,23.727,-7.792,-18.447,1.643,-7.556,22.306,2.828,-10.72,9.89,-25.997,18.806,17.529,-13.107,-24.79,8.17,-0.673,-18.711,-1.22,-18.155,27.811,-27.915,-17.934,19.451,-18.351,-13.9,6.074,-16.986,-5.29,11.388,22.188,-8.83,10.629,-7.012,-23.755,27.988,28.246,-8.683,-8.275,28.424,-26.475,7.061,-12.81,-20.091,-10.178,27.725,-13.514,53.784,-23.325,-27.699,19.788,1.205,4.171,2.412,-7.399,10.457,-10.91,0.622,21.715,4.057,23.954,16.824,2.177,21.702,-14.777,17.888,1.491,-8.436,21.455,732,D-1
c-TiO2,mp-TiO2,FA0.85MA0.1Cs0.05Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.6,0.05,0.1,0.85,0,1,0,0.97,0.03,0,-15.697,13.527,14.296,22.837,18.656,-28.512,12.371,-20.817,-12.057,7.234,29.727,16.61,-4.712,13.416,10.17,-10.592,-26.683,27.429,-1.32,24.49,-8.264,-24.703,-29.912,12.695,-22.892,-7.202,-24.997,23.536,-22.78,28.535,39.231,-28.636,-22.821,19.124,-9.393,-16.899,15.261,-2.379,3.393,-4.53,-13.428,3.213,8.66,-24.557,9.181,14.261,-5.414,-1.629,-24.22,-27.701,-27.648,-12.201,21.787,13.717,4.663,19.721,16.293,16.821,18.585,13.612,-28.014,24.499,-6.615,2.627,-16.052,26.129,-23.014,-26.694,-20.826,-29.849,9.81,18.949,-3.081,-27.94,-4.389,-26.082,10.646,-16.817,-26.048,25.93,-18.325,-21.539,-7.64,10.902,26.941,-18.258,-27.297,13.875,14.791,17.15,-27.643,28.911,17.818,-8.69,15.686,-18.06,4.264,0.298,13.643,21.335,-15.909,13.132,15.595,-23.01,-0.917,29.582,3.443,28.298,-0.51,11.538,9.068,14.835,8.829,-6.048,-6.117,20.734,-21.891,-6.941,10.043,8.485,-3.539,26.976,-4.706,6.828,27.918,-23.855,7.605,2.506,-13.208,-4.635,-14.286,7.425,23.727,-7.792,-18.447,1.643,-7.556,22.306,2.828,-10.72,9.89,-25.997,18.806,17.529,-13.107,-24.79,8.17,-0.673,-18.711,-1.22,-18.155,27.811,-27.915,-17.934,19.451,-18.351,-13.9,6.074,-16.986,-5.29,11.388,22.188,-8.83,10.629,-7.012,-23.755,27.988,28.246,-8.683,-8.275,28.424,-26.475,7.061,-12.81,-20.091,-10.178,27.725,-13.514,53.784,-23.325,-27.699,19.788,1.205,4.171,2.412,-7.399,10.457,-10.91,0.622,21.715,4.057,23.954,16.824,2.177,21.702,-14.777,17.888,1.491,-8.436,21.455,700,D-1
c-TiO2,m-TiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,22.83,0.05,0.1,0.85,0,1,0,0.97,0.03,0,19.973,-26.294,-10.362,-16.946,9.574,-12.316,0.196,3.017,-18.042,-22.877,-6.674,16.965,-0.833,-0.1,-13.971,-20.924,-28.268,-13.6,9.553,5.311,23.997,12.95,3.662,-11.75,7.731,7.836,0.159,-8.724,-29.015,29.025,38.833,5.31,5.362,15.183,-5.21,17.617,5.994,-16.036,-21.076,-5.856,0.877,-4.203,-4.359,15.426,19.926,9.094,17.857,-14.191,18.075,-1.708,6.336,-8.94,-18.68,-10.951,-29.914,12.569,-21.101,-14.784,-21.519,-5.727,-10.009,-9.638,-17.722,25.697,19.258,-13.401,4.107,-21.634,-28.395,-15.483,22.171,-17.413,29.489,25.561,-28.231,-4.56,7.24,12.829,25.099,2.444,-1.346,2.628,1.811,15.972,19.831,24.413,-17.811,-9.648,-0.398,5.871,22.415,-7.065,-13.976,-24.798,-7.323,19.158,10.318,-27.212,-14.19,-9.33,12.041,-18.309,10.083,-21.48,16.24,-17.019,-24.291,-23.193,14.228,-19.705,7.08,10.933,6.061,-5.497,-10.035,1.122,-4.885,-13.609,22.554,26.115,-7.418,-27.763,-9.644,5.723,-0.222,-17.863,-14.862,16.826,-10.321,-8.901,12.57,-15.723,-10.056,-19.68,-10.558,-23.961,-17.708,-26.483,2.008,14.044,-10.525,-15.256,14.57,21.984,21.209,11.284,26.274,24.069,16.601,-29.671,-1.916,12.389,-2.331,-9.536,-13.117,16.407,2.12,-14.054,-5.274,-1.426,-10.253,29.747,-21.856,4.54,-24.383,-25.434,15.932,-20.756,29.33,-16.99,11.771,-20.309,-11.745,-17.052,19.423,-0.106,-29.605,-15.664,40.629,21.528,-19.413,-3.007,26.015,2.029,1.007,-9.2,8.581,0.286,-5.287,12.127,-10.181,-24.832,-24.072,14.114,-2.344,-17.187,10.912,-17.583,-13.821,18.633,21282,D-1
c-TiO2,m-TiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,23.1,0.05,0.1,0.85,0,1,0,0.97,0.03,0,-2.496,6.568,8.407,-10.084,-23.025,26.634,-8.993,16.99,25.408,-9.263,2.669,-14.488,-25.545,-1.651,1.308,16.254,-1.541,9.623,26.709,-11.875,-7.578,-9.561,12.57,17.688,-12.236,19.376,20.496,-10.345,19.489,15.261,12.275,-4.388,-19.69,17.835,-29.103,-19.045,-8.727,-28.969,-19.132,-8.644,-7.818,10.28,-4.593,-21.521,-9.096,-8.669,22.143,0.858,11.89,-11.979,5.649,-19.976,27.539,6.566,17.87,-0.916,-26.249,-3.751,-17.334,-8.085,29.224,16.509,8.04,-10.535,-7.829,12.996,11.172,25.452,3.214,10.066,18.567,25.534,-10.876,-19.722,28.21,5.72,20.93,-27.691,7.927,-6.74,-22.051,11.691,12.18,1.361,-12.17,-2.453,11.451,-17.943,-22.739,22.736,-25.633,-25.881,13.866,-19.933,6.114,-18.81,-29.521,20.845,14.727,-10.381,-25.274,-18.889,-12.971,-29.342,20.9,16.994,3.035,8.987,-1.235,7.015,6.552,5.502,12.648,-5.07,-17.078,-15.798,-8.999,21.263,6.293,-7.233,26.968,1.6,-9.62,12.166,11.666,8.657,-23.776,-28.853,18.243,-28.168,-29.248,12.135,24.787,1.91,8.028,-22.653,20.279,-18.311,-19.168,-25.76,-9.123,-12.576,7.781,-23.77,22.5,-18.85,-12.446,-11.472,23.573,22.385,-19.975,4.063,-16.181,11.104,15.296,27.117,-19.073,21.365,-5.364,-16.116,5.253,9.102,24.277,13.36,-16.05,12.89,-10.689,0.274,-27.545,-17.232,11.619,29.669,23.757,-24.331,17.49,-29.701,23.161,24.891,53.188,-18.101,20.975,13.449,6.374,6.917,22.929,-21.619,-5.528,-10.348,19.733,9.281,0.349,-10.119,-23.738,-28.766,-8.979,15.027,-18.496,2.994,21.465,21.194,21282,D-1
c-TiO2,m-TiO2,Cs0.05FA0.85MA0.10Pb(I0.97Br0.03)3,one-step,spin2-3,chlorobenzene,DMF+DMSO,Spiro-OMeTAD,Li+TBP,2021,23.28,0.05,0.1,0.85,0,1,0,0.97,0.03,0,27.416,29.359,-8.946,7.808,8.693,-1.874,-6.711,20.975,28.708,7.814,8.865,25.946,-27.532,25.643,-11.148,22.935,-10.114,5.067,19.533,-16.066,-22.48,21.928,-26.127,-6.669,-20.291,6.121,2.195,24.564,24.149,9.384,6.39,19.206,-24.213,15.531,29.071,-13.486,-5.569,-29.675,-0.577,-23.924,-6.559,14.79,-12.482,0.814,25.294,-27.136,-14.971,-25.899,-22.284,-6.288,-9.109,2.278,11.911,23.006,-13.556,11.509,27.125,19.359,-1.729,-17.363,24.042,-26.677,11.882,-8.229,2.2,-27.404,-10.997,14.956,20.069,-18.098,17.727,16.769,-4.75,9.009,-27.638,-14.042,-26.906,13.658,-12.545,23.201,11.63,-13.612,0.094,-8.764,12.954,-26.851,-9.185,0.651,-12.099,-24.609,29.753,19.844,-22.018,-18.813,12.239,-8.028,5.025,-17.09,10.18,-12.545,-3.741,5.129,17.818,22.111,0.128,-21.005,9.418,-26.236,-28.759,28.757,17.637,7.891,-29.26,-5.001,-1.206,0.85,14.901,23.942,12.207,-20.711,3.817,8.844,5.31,2.491,-9.534,29.279,22.983,-6.718,20.7,-25.339,15.607,7.451,-24.112,28.822,23.085,3.488,12.254,14.058,-19.018,-15.649,14.7,8.352,1.61,2.734,27.897,24.293,-28.072,-27.637,-26.686,10.083,-7.651,18.849,-28.89,-9.602,-22.097,-17.789,16.583,15.902,-27.72,16.835,19.687,-6.74,14.368,13.501,16.778,9.606,20.007,-8.52,-8.95,3.301,27.55,18.67,16.192,-26.221,-20.252,-14.853,-11.834,28.913,45.32,19.053,6.678,6.273,-0.099,-3.024,11.442,15.022,-15.584,5.114,0.168,23.363,17.673,11.934,29.906,-10.729,-22.916,-3.28,2.491,29.171,21.829,-21.306,21282,D-1
TiO2,mTiO2,MAPbI2.85Br0.15,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2018,6.5,0,1,0,0,1,0,0.95,0.05,0,-7.693,5.009,-15.802,2.096,-18.715,14.592,18.767,17.462,-28.103,13.392,23.286,-20.783,21.935,-11.845,5.864,7.826,-10.045,-27.316,-15.601,5.459,18.835,17.461,7.203,17.996,13.047,-17.539,15.449,27.995,2.06,20.992,-114.354,15.056,-26.673,-29.483,16.06,-21.479,-4.771,-13.03,-23.193,28.155,-0.118,23.208,13.822,-0.455,2.209,-18.334,-24.046,24.18,-11.712,13.655,-4.364,19.873,11.505,6.866,-5.82,-18.309,-2.482,-11.454,-29.593,-13.947,22.264,19.328,-1.395,8.072,-14.021,13.675,-14.774,14.007,-10.48,-5.67,14.091,2.308,29.207,4.125,15.676,-15.963,8.27,20.319,17.475,-29.647,15.551,3.529,-14.281,29.031,2.651,21.601,-9.006,-8.833,17.42,19.653,3.823,25.413,4.296,-3.126,23.564,2.579,5.041,-8.835,12.779,27.652,-21.993,-20.739,0.295,-27.605,1.882,-8.816,27.2,-8.221,-2.107,15.346,0.269,21.56,14.909,28.518,25.704,23.452,11.245,26.926,9.356,-6.899,-0.591,-9.331,28.167,11.825,4.72,-3.788,-25.697,24.225,-14,-0.829,3.59,-21.394,15.02,28.467,-29.195,19.15,11.343,25.53,2.478,-26.233,-2.259,-8.371,-20.712,-18.115,5.062,3.395,-24.005,29.972,1.517,15.621,26.543,-13.195,-8.723,2.433,11.573,-29.257,10.706,11.748,18.739,-23.483,-0.98,-1.24,-28.367,-3.273,-27.123,-4.476,-23.732,9.826,17.483,15.411,-28.68,15.468,-13.569,-28.514,18.144,-29.391,5.912,-3.973,91.991,23.997,20.11,-5.794,18.353,-29.93,-22.694,6.494,29.779,13.073,-12.198,3.123,7.86,-9.99,-18.721,-1.621,-27.636,0.694,-15.034,-0.885,-17.51,20.312,8,D-1
TiO2,mTiO2,MAPbI2.85Br0.15,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2018,6.5,0,1,0,0,1,0,0.95,0.05,0,-7.693,5.009,-15.802,2.096,-18.715,14.592,18.767,17.462,-28.103,13.392,23.286,-20.783,21.935,-11.845,5.864,7.826,-10.045,-27.316,-15.601,5.459,18.835,17.461,7.203,17.996,13.047,-17.539,15.449,27.995,2.06,20.992,-114.354,15.056,-26.673,-29.483,16.06,-21.479,-4.771,-13.03,-23.193,28.155,-0.118,23.208,13.822,-0.455,2.209,-18.334,-24.046,24.18,-11.712,13.655,-4.364,19.873,11.505,6.866,-5.82,-18.309,-2.482,-11.454,-29.593,-13.947,22.264,19.328,-1.395,8.072,-14.021,13.675,-14.774,14.007,-10.48,-5.67,14.091,2.308,29.207,4.125,15.676,-15.963,8.27,20.319,17.475,-29.647,15.551,3.529,-14.281,29.031,2.651,21.601,-9.006,-8.833,17.42,19.653,3.823,25.413,4.296,-3.126,23.564,2.579,5.041,-8.835,12.779,27.652,-21.993,-20.739,0.295,-27.605,1.882,-8.816,27.2,-8.221,-2.107,15.346,0.269,21.56,14.909,28.518,25.704,23.452,11.245,26.926,9.356,-6.899,-0.591,-9.331,28.167,11.825,4.72,-3.788,-25.697,24.225,-14,-0.829,3.59,-21.394,15.02,28.467,-29.195,19.15,11.343,25.53,2.478,-26.233,-2.259,-8.371,-20.712,-18.115,5.062,3.395,-24.005,29.972,1.517,15.621,26.543,-13.195,-8.723,2.433,11.573,-29.257,10.706,11.748,18.739,-23.483,-0.98,-1.24,-28.367,-3.273,-27.123,-4.476,-23.732,9.826,17.483,15.411,-28.68,15.468,-13.569,-28.514,18.144,-29.391,5.912,-3.973,91.991,23.997,20.11,-5.794,18.353,-29.93,-22.694,6.494,29.779,13.073,-12.198,3.123,7.86,-9.99,-18.721,-1.621,-27.636,0.694,-15.034,-0.885,-17.51,20.312,9427,D-1
TiO2,mTiO2,MAPbI2.85Br0.15,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2018,6.5,0,1,0,0,1,0,0.95,0.05,0,-7.693,5.009,-15.802,2.096,-18.715,14.592,18.767,17.462,-28.103,13.392,23.286,-20.783,21.935,-11.845,5.864,7.826,-10.045,-27.316,-15.601,5.459,18.835,17.461,7.203,17.996,13.047,-17.539,15.449,27.995,2.06,20.992,-114.354,15.056,-26.673,-29.483,16.06,-21.479,-4.771,-13.03,-23.193,28.155,-0.118,23.208,13.822,-0.455,2.209,-18.334,-24.046,24.18,-11.712,13.655,-4.364,19.873,11.505,6.866,-5.82,-18.309,-2.482,-11.454,-29.593,-13.947,22.264,19.328,-1.395,8.072,-14.021,13.675,-14.774,14.007,-10.48,-5.67,14.091,2.308,29.207,4.125,15.676,-15.963,8.27,20.319,17.475,-29.647,15.551,3.529,-14.281,29.031,2.651,21.601,-9.006,-8.833,17.42,19.653,3.823,25.413,4.296,-3.126,23.564,2.579,5.041,-8.835,12.779,27.652,-21.993,-20.739,0.295,-27.605,1.882,-8.816,27.2,-8.221,-2.107,15.346,0.269,21.56,14.909,28.518,25.704,23.452,11.245,26.926,9.356,-6.899,-0.591,-9.331,28.167,11.825,4.72,-3.788,-25.697,24.225,-14,-0.829,3.59,-21.394,15.02,28.467,-29.195,19.15,11.343,25.53,2.478,-26.233,-2.259,-8.371,-20.712,-18.115,5.062,3.395,-24.005,29.972,1.517,15.621,26.543,-13.195,-8.723,2.433,11.573,-29.257,10.706,11.748,18.739,-23.483,-0.98,-1.24,-28.367,-3.273,-27.123,-4.476,-23.732,9.826,17.483,15.411,-28.68,15.468,-13.569,-28.514,18.144,-29.391,5.912,-3.973,91.991,23.997,20.11,-5.794,18.353,-29.93,-22.694,6.494,29.779,13.073,-12.198,3.123,7.86,-9.99,-18.721,-1.621,-27.636,0.694,-15.034,-0.885,-17.51,20.312,9427,D-1
TiO2,0,MAPbI2.85Br0.15,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2018,6.8,0,1,0,0,1,0,0.95,0.05,0,-18.511,-3.821,3.007,25.617,21.884,25.632,-13.473,-9.729,13.366,-19.086,10.278,21.682,7.658,25.504,27.964,12.096,-29.108,-10.035,-22.022,-12.493,5.145,-20.756,24.959,19.466,18.951,-23.625,-12.568,-19.8,8.461,-14.224,-107.265,-4.725,9.812,-17.687,-0.721,16.607,27.616,21.861,8.332,22.016,28.959,17.913,0.859,0.197,-18.32,-17.546,-1,-12.443,7.975,-15.595,28.023,-27.667,22.635,-18.302,18.25,8.951,23.803,-24.953,-14.162,-8.235,23.538,1.689,-7.369,16.931,26.195,17.704,-8.202,-18.686,24.827,8.063,-14.638,27.053,27.945,8.345,3.868,-10.803,28.043,-6.159,27.472,-29.69,-17.309,-27.549,8.231,-10.267,19.365,-9.135,-1.511,-1.061,27.663,20.443,5.676,0.409,16.77,22.182,-27.923,-14.804,-17.842,-4.642,-1.526,13.49,-12.077,-13.542,-2.123,-17.672,11.045,18.993,24.525,-13.072,20.952,5.023,0.083,-1.837,-10.826,28.605,-22.618,1.679,-29.358,17.257,-26.523,-4.937,-4.51,19.935,15.496,20.811,15.335,27.013,9.208,3.189,-23.046,-10.623,24.69,-5.457,-3.954,27.206,6.99,11.685,1.875,-9.335,-27.713,28.309,-23.033,14.749,9.279,3.734,22.836,21.882,15.514,8.417,-25.183,15.047,28.461,-4.784,-6.707,18.653,14.195,22.245,-4.719,6.506,15.193,28.585,-13.782,-1.549,23.44,21.919,-2.532,-6.023,-29.855,3.48,-5.092,-19.765,-17.145,28.066,-5.164,24.811,23.38,19.591,5.162,-2.698,76.864,-12.671,-1.003,-27.975,-3.102,29.353,-5.51,20.678,-17.495,-5.354,-22.261,15.054,-9.625,17.901,8.195,12.185,-14.975,-25.352,23.762,10.475,24.558,-26.031,0,D-1
TiO2,0,MAPbI2.85Br0.15,one-step,spin,no,DMF,spiro-OMeTAD,Li+TBP,2018,6.8,0,1,0,0,1,0,0.95,0.05,0,-18.511,-3.821,3.007,25.617,21.884,25.632,-13.473,-9.729,13.366,-19.086,10.278,21.682,7.658,25.504,27.964,12.096,-29.108,-10.035,-22.022,-12.493,5.145,-20.756,24.959,19.466,18.951,-23.625,-12.568,-19.8,8.461,-14.224,-107.265,-4.725,9.812,-17.687,-0.721,16.607,27.616,21.861,8.332,22.016,28.959,17.913,0.859,0.197,-18.32,-17.546,-1,-12.443,7.975,-15.595,28.023,-27.667,22.635,-18.302,18.25,8.951,23.803,-24.953,-14.162,-8.235,23.538,1.689,-7.369,16.931,26.195,17.704,-8.202,-18.686,24.827,8.063,-14.638,27.053,27.945,8.345,3.868,-10.803,28.043,-6.159,27.472,-29.69,-17.309,-27.549,8.231,-10.267,19.365,-9.135,-1.511,-1.061,27.663,20.443,5.676,0.409,16.77,22.182,-27.923,-14.804,-17.842,-4.642,-1.526,13.49,-12.077,-13.542,-2.123,-17.672,11.045,18.993,24.525,-13.072,20.952,5.023,0.083,-1.837,-10.826,28.605,-22.618,1.679,-29.358,17.257,-26.523,-4.937,-4.51,19.935,15.496,20.811,15.335,27.013,9.208,3.189,-23.046,-10.623,24.69,-5.457,-3.954,27.206,6.99,11.685,1.875,-9.335,-27.713,28.309,-23.033,14.749,9.279,3.734,22.836,21.882,15.514,8.417,-25.183,15.047,28.461,-4.784,-6.707,18.653,14.195,22.245,-4.719,6.506,15.193,28.585,-13.782,-1.549,23.44,21.919,-2.532,-6.023,-29.855,3.48,-5.092,-19.765,-17.145,28.066,-5.164,24.811,23.38,19.591,5.162,-2.698,76.864,-12.671,-1.003,-27.975,-3.102,29.353,-5.51,20.678,-17.495,-5.354,-22.261,15.054,-9.625,17.901,8.195,12.185,-14.975,-25.352,23.762,10.475,24.558,-26.031,21600,D-1
